Date Published,Product Title,Advisory Title,Category,Post Link
18 May 2022,blood orange moisturizing first aid moisturizing mask,FDA Advisory No.2022-1054 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BLOOD ORANGE MOISTURIZING FIRST AID MOISTURIZING MASK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1054-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-blood-orange-moisturizing-first-aid-moisturizing-mask/
18 May 2022,golden snail tender skin replenishment silk mask,FDA Advisory No.2022-1053 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic GOLDEN SNAIL TENDER SKIN REPLENISHMENT SILK MASK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1053-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-golden-snail-tender-skin-replenishment-silk-mask/
18 May 2022,skin by bys extra firming sheet mask,FDA Advisory No.2022-1052 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SKIN BY BYS EXTRA FIRMING SHEET MASK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1052-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-skin-by-bys-extra-firming-sheet-mask/
18 May 2022,dr jacobs naturals minty cucumber mojito loofah exfoliating castile soap,FDA Advisory No.2022-1051 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DR. JACOBS NATURALS MINTY CUCUMBER MOJITO LOOFAH EXFOLIATING CASTILE SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1051-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-dr-jacobs-naturals-minty-cucumber-mojito-loofah-exfoliating-castile-soap/
18 May 2022,aura beauty naturals whipp korean snail,FDA Advisory No.2022-1050 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic AURA BEAUTY NATURALS WHIPP KOREAN SNAIL,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1050-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-aura-beauty-naturals-whipp-korean-snail/
18 May 2022,godrej new expert natural brown 4 00 creme hair colour,FDA Advisory No.2022-1049 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic GODREJ NEW EXPERT NATURAL BROWN 4.00 CREME HAIR COLOUR,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1049-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-godrej-new-expert-natural-brown-4-00-creme-hair-colour/
18 May 2022,pon pon man super cool facial cleanser label is in foreign language,FDA Advisory No.2022-1065 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic PON PON MAN SUPER COOL FACIAL CLEANSER (LABEL IS IN FOREIGN LANGUAGE),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1065-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-pon-pon-man-super-cool-facial-cleanser-label-is-in-foreign-language/
18 May 2022,miracle toner,FDA Advisory No.2022-1064 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic RICH AND RICHEST COSMETICS MANUFACTURING MIRACLE FACIAL SET:,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1064-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-rich-and-richest-cosmetics-manufacturing-miracle-facial-set/
18 May 2022,miracle collagen sunblock,FDA Advisory No.2022-1064 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic RICH AND RICHEST COSMETICS MANUFACTURING MIRACLE FACIAL SET:,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1064-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-rich-and-richest-cosmetics-manufacturing-miracle-facial-set/
18 May 2022,miracle whitening night cream,FDA Advisory No.2022-1064 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic RICH AND RICHEST COSMETICS MANUFACTURING MIRACLE FACIAL SET:,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1064-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-rich-and-richest-cosmetics-manufacturing-miracle-facial-set/
18 May 2022,aura beauty naturals glass skin,FDA Advisory No.2022-1059 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic AURA BEAUTY NATURALS GLASS SKIN,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1059-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-aura-beauty-naturals-glass-skin/
18 May 2022,biomessences bleaching cream advance spf 20,FDA Advisory No.2022-1058 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BIOMESSENCES BLEACHING CREAM ADVANCE SPF 20,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1058-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-biomessences-bleaching-cream-advance-spf-20/
18 May 2022,lucky super soft body wash romantic escape,FDA Advisory No.2022-1056 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LUCKY SUPER SOFT BODY WASH (ROMANTIC ESCAPE),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1056-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-lucky-super-soft-body-wash-romantic-escape/
12 May 2022,beautysource anti wrinkle cream,FDA Advisory No.2022-1026 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BEAUTYSOURCE ANTI-WRINKLE CREAM,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1026-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-beautysource-anti-wrinkle-cream/
12 May 2022,happy bath with foreign markings in green box,FDA Advisory No.2022-1025 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic HAPPY BATH (WITH FOREIGN MARKINGS IN GREEN BOX),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1025-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-happy-bath-with-foreign-markings-in-green-box/
12 May 2022,happy bath with foreign markings in purple box,FDA Advisory No.2022-1024 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic HAPPY BATH (WITH FOREIGN MARKINGS IN PURPLE BOX),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1024-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-happy-bath-with-foreign-markings-in-purple-box/
12 May 2022,riche runked ionic keratin hair treatment,FDA Advisory No.2022-1023 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic RICHE RUNKED IONIC KERATIN HAIR TREATMENT,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1023-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-riche-runked-ionic-keratin-hair-treatment/
11 May 2022,spia lipstick with vitamins 07,FDA Advisory No.2022-1034 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SPIA LIPSTICK WITH VITAMINS (07),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1034-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-spia-lipstick-with-vitamins-07/
11 May 2022,spia lipstick with vitamins 09,FDA Advisory No.2022-1033 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SPIA LIPSTICK WITH VITAMINS (09),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1033-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-spia-lipstick-with-vitamins-09/
11 May 2022,spia lipstick with vitamins 08,FDA Advisory No.2022-1032 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SPIA LIPSTICK WITH VITAMINS (08),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1032-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-spia-lipstick-with-vitamins-08/
11 May 2022,beaver beauty cleansing hand gel,FDA Advisory No.2022-1030 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BEAVER BEAUTY CLEANSING HAND GEL,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1030-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-beaver-beauty-cleansing-hand-gel/
11 May 2022,flex vitamins protein body building protein conditioner watermelon hibiscus,FDA Advisory No.2022-1029 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic FLEX VITAMINS + PROTEIN BODY BUILDING PROTEIN CONDITIONER (WATERMELON HIBISCUS),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1029-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-flex-vitamins-protein-body-building-protein-conditioner-watermelon-hibiscus/
11 May 2022,aloe grow hair grower shampoo,FDA Advisory No.2022-1028 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ALOE GROW HAIR GROWER SHAMPOO,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1028-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-aloe-grow-hair-grower-shampoo/
6 May 2022,uk derm pharma premium all natural papaya herbal soap,FDA Advisory No.2022-1011 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic UK DERM PHARMA PREMIUM ALL NATURAL PAPAYA HERBAL SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1011-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-uk-derm-pharma-premium-all-natural-papaya-herbal-soap/
6 May 2022,capture natures tawas facial lotion calamansi,FDA Advisory No.2022-1009 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic CAPTURE NATURE’S TAWAS FACIAL LOTION CALAMANSI,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1009-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-capture-natures-tawas-facial-lotion-calamansi/
6 May 2022,aura beauty naturals tomato booster serum sunblock,FDA Advisory No.2022-1008 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic AURA BEAUTY NATURALS TOMATO BOOSTER SERUM SUNBLOCK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1008-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-aura-beauty-naturals-tomato-booster-serum-sunblock/
6 May 2022,elastine debon shampoo variant rosa damascena,FDA Advisory No.2022-1010 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ELASTINE DEBON SHAMPOO VARIANT: ROSA DAMASCENA,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1010-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-elastine-debon-shampoo-variant-rosa-damascena/
6 May 2022,aura beauty naturals glutamilk collagen,FDA Advisory No.2022-1007 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic AURA BEAUTY NATURALS GLUTAMILK COLLAGEN,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-1007-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-aura-beauty-naturals-glutamilk-collagen/
2 May 2022,dongbangyao baby wipes extra soft alcohol free yellow,FDA Advisory No.2022-0980 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DONGBANGYAO BABY WIPES EXTRA SOFT ALCOHOL FREE (YELLOW),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0980-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-dongbangyao-baby-wipes-extra-soft-alcohol-free-yellow/
2 May 2022,island organics natures gift calamansi soap handmade,FDA Advisory No.2022-0978 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ISLAND ORGANICS NATURE’S GIFT CALAMANSI SOAP HANDMADE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0978-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-island-organics-natures-gift-calamansi-soap-handmade/
2 May 2022,baby looney tunes baby wipes,FDA Advisory No.2022-0977 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BABY LOONEY TUNES BABY WIPES,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0977-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-baby-looney-tunes-baby-wipes/
2 May 2022,likeya coat milk,FDA Advisory No.2022-0984 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LIKEYA COAT MILK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0984-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-likeya-coat-milk/
2 May 2022,casablanca deodorant anti perspirant homme roll on dynamic,FDA Advisory No.2022-0976 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic CASABLANCA DEODORANT ANTI PERSPIRANT HOMME ROLL ON DYNAMIC,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0976-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-casablanca-deodorant-anti-perspirant-homme-roll-on-dynamic/
2 May 2022,likeya baby mask,FDA Advisory No.2022-0983 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LIKEYA BABY MASK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0983-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-likeya-baby-mask/
2 May 2022,dong bang yao alcohol wipes,FDA Advisory No.2022-0982 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DONG BANG YAO ALCOHOL WIPES,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0982-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-dong-bang-yao-alcohol-wipes/
2 May 2022,dong bang yao 75 alcohol wipes,FDA Advisory No.2022-0981 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DONG BANG YAO 75% ALCOHOL WIPES,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0981-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-dong-bang-yao-75-alcohol-wipes/
2 May 2022,saniye moisten gloss 1,"FDA Advisory No.2022-0962 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SANIYE MOISTEN GLOSS (VARIANTS #1, #2, #3, #4. #5, #6, #7, #8)",Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0962-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-saniye-moisten-gloss-variants-1-2-3-4-5-6-7-8/
2 May 2022,saniye moisten gloss 2,"FDA Advisory No.2022-0962 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SANIYE MOISTEN GLOSS (VARIANTS #1, #2, #3, #4. #5, #6, #7, #8)",Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0962-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-saniye-moisten-gloss-variants-1-2-3-4-5-6-7-8/
2 May 2022,saniye moisten gloss 3,"FDA Advisory No.2022-0962 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SANIYE MOISTEN GLOSS (VARIANTS #1, #2, #3, #4. #5, #6, #7, #8)",Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0962-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-saniye-moisten-gloss-variants-1-2-3-4-5-6-7-8/
2 May 2022,saniye moisten gloss 4,"FDA Advisory No.2022-0962 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SANIYE MOISTEN GLOSS (VARIANTS #1, #2, #3, #4. #5, #6, #7, #8)",Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0962-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-saniye-moisten-gloss-variants-1-2-3-4-5-6-7-8/
2 May 2022,saniye moisten gloss 5,"FDA Advisory No.2022-0962 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SANIYE MOISTEN GLOSS (VARIANTS #1, #2, #3, #4. #5, #6, #7, #8)",Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0962-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-saniye-moisten-gloss-variants-1-2-3-4-5-6-7-8/
2 May 2022,saniye moisten gloss 6,"FDA Advisory No.2022-0962 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SANIYE MOISTEN GLOSS (VARIANTS #1, #2, #3, #4. #5, #6, #7, #8)",Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0962-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-saniye-moisten-gloss-variants-1-2-3-4-5-6-7-8/
2 May 2022,saniye moisten gloss 7,"FDA Advisory No.2022-0962 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SANIYE MOISTEN GLOSS (VARIANTS #1, #2, #3, #4. #5, #6, #7, #8)",Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0962-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-saniye-moisten-gloss-variants-1-2-3-4-5-6-7-8/
2 May 2022,mimi white aha white body lotion,FDA Advisory No.2022-0961 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MIMI WHITE AHA WHITE BODY LOTION,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0961-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-mimi-white-aha-white-body-lotion/
2 May 2022,ab miss beauty fashion colors eyeshadow no 9209,FDA Advisory No.2022-0975 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic AB MISS BEAUTY FASHION COLORS EYESHADOW NO. 9209,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0975-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ab-miss-beauty-fashion-colors-eyeshadow-no-9209/
2 May 2022,abyskin night cream,FDA Advisory No.2022-0960 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ABYSKIN NIGHT CREAM,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0960-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-abyskin-night-cream/
2 May 2022,listerine coolmint pocket mist,FDA Advisory No.2022-0974 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LISTERINE COOLMINT POCKET MIST,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0974-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-listerine-coolmint-pocket-mist/
2 May 2022,joji silky whipp bubble soap refresh and firm strawberry honey,FDA Advisory No.2022-0973 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic JOJI SILKY WHIPP BUBBLE SOAP A. REFRESH AND FIRM STRAWBERRY & HONEY B. CHOCOLATE & MINT C. MOISTURE & VITAMIN E ALOE VERA & AVOCADO D. ANTI-ACNE MARIGOLD & MANGOSTEEN E. CELLULITE & ANTI-STRETCHMARK MELON & PINEAPPLE F. BRIGHT COLLAGEN GLUTATHIONE & PEACH G. VIT. C AURA BRIGHT ORANGE & LIME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0973-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-joji-silky-whipp-bubble-soap-a-refresh-and-firm-strawberry-honey-b-chocolate-mint-c-mois/
2 May 2022,joji silky whipp bubble soap chocolate mint,FDA Advisory No.2022-0973 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic JOJI SILKY WHIPP BUBBLE SOAP A. REFRESH AND FIRM STRAWBERRY & HONEY B. CHOCOLATE & MINT C. MOISTURE & VITAMIN E ALOE VERA & AVOCADO D. ANTI-ACNE MARIGOLD & MANGOSTEEN E. CELLULITE & ANTI-STRETCHMARK MELON & PINEAPPLE F. BRIGHT COLLAGEN GLUTATHIONE & PEACH G. VIT. C AURA BRIGHT ORANGE & LIME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0973-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-joji-silky-whipp-bubble-soap-a-refresh-and-firm-strawberry-honey-b-chocolate-mint-c-mois/
2 May 2022,joji silky whipp bubble soap moisture vitamin e aloe vera avocado,FDA Advisory No.2022-0973 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic JOJI SILKY WHIPP BUBBLE SOAP A. REFRESH AND FIRM STRAWBERRY & HONEY B. CHOCOLATE & MINT C. MOISTURE & VITAMIN E ALOE VERA & AVOCADO D. ANTI-ACNE MARIGOLD & MANGOSTEEN E. CELLULITE & ANTI-STRETCHMARK MELON & PINEAPPLE F. BRIGHT COLLAGEN GLUTATHIONE & PEACH G. VIT. C AURA BRIGHT ORANGE & LIME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0973-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-joji-silky-whipp-bubble-soap-a-refresh-and-firm-strawberry-honey-b-chocolate-mint-c-mois/
2 May 2022,joji silky whipp bubble soap anti acne marigold mangosteen,FDA Advisory No.2022-0973 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic JOJI SILKY WHIPP BUBBLE SOAP A. REFRESH AND FIRM STRAWBERRY & HONEY B. CHOCOLATE & MINT C. MOISTURE & VITAMIN E ALOE VERA & AVOCADO D. ANTI-ACNE MARIGOLD & MANGOSTEEN E. CELLULITE & ANTI-STRETCHMARK MELON & PINEAPPLE F. BRIGHT COLLAGEN GLUTATHIONE & PEACH G. VIT. C AURA BRIGHT ORANGE & LIME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0973-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-joji-silky-whipp-bubble-soap-a-refresh-and-firm-strawberry-honey-b-chocolate-mint-c-mois/
2 May 2022,joji silky whipp bubble soap cellulite anti stretchmark melon pineapple,FDA Advisory No.2022-0973 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic JOJI SILKY WHIPP BUBBLE SOAP A. REFRESH AND FIRM STRAWBERRY & HONEY B. CHOCOLATE & MINT C. MOISTURE & VITAMIN E ALOE VERA & AVOCADO D. ANTI-ACNE MARIGOLD & MANGOSTEEN E. CELLULITE & ANTI-STRETCHMARK MELON & PINEAPPLE F. BRIGHT COLLAGEN GLUTATHIONE & PEACH G. VIT. C AURA BRIGHT ORANGE & LIME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0973-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-joji-silky-whipp-bubble-soap-a-refresh-and-firm-strawberry-honey-b-chocolate-mint-c-mois/
2 May 2022,joji silky whipp bubble soap bright collagen glutathione peach,FDA Advisory No.2022-0973 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic JOJI SILKY WHIPP BUBBLE SOAP A. REFRESH AND FIRM STRAWBERRY & HONEY B. CHOCOLATE & MINT C. MOISTURE & VITAMIN E ALOE VERA & AVOCADO D. ANTI-ACNE MARIGOLD & MANGOSTEEN E. CELLULITE & ANTI-STRETCHMARK MELON & PINEAPPLE F. BRIGHT COLLAGEN GLUTATHIONE & PEACH G. VIT. C AURA BRIGHT ORANGE & LIME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0973-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-joji-silky-whipp-bubble-soap-a-refresh-and-firm-strawberry-honey-b-chocolate-mint-c-mois/
2 May 2022,joji silky whipp bubble soap vit c aura bright orange lime,FDA Advisory No.2022-0973 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic JOJI SILKY WHIPP BUBBLE SOAP A. REFRESH AND FIRM STRAWBERRY & HONEY B. CHOCOLATE & MINT C. MOISTURE & VITAMIN E ALOE VERA & AVOCADO D. ANTI-ACNE MARIGOLD & MANGOSTEEN E. CELLULITE & ANTI-STRETCHMARK MELON & PINEAPPLE F. BRIGHT COLLAGEN GLUTATHIONE & PEACH G. VIT. C AURA BRIGHT ORANGE & LIME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0973-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-joji-silky-whipp-bubble-soap-a-refresh-and-firm-strawberry-honey-b-chocolate-mint-c-mois/
2 May 2022,likeya local facial mask of large water drop with foreign characters,FDA Advisory No.2022-0958 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LIKEYA LOCAL FACIAL MASK OF LARGE WATER DROP (WITH FOREIGN CHARACTERS),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0958-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-likeya-local-facial-mask-of-large-water-drop-with-foreign-characters/
2 May 2022,larrys honey honey beeswax lotion bar moringa blossom,FDA Advisory No.2022-0957 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LARRY’S HONEY HONEY BEESWAX LOTION BAR MORINGA BLOSSOM,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0957-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-larrys-honey-honey-beeswax-lotion-bar-moringa-blossom/
2 May 2022,likeya hyaluronic acid bright snow muscle facial mask,FDA Advisory No.2022-0956 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LIKEYA HYALURONIC ACID BRIGHT SNOW MUSCLE FACIAL MASK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0956-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-likeya-hyaluronic-acid-bright-snow-muscle-facial-mask/
2 May 2022,kiss beauty milky cute color eyeshadow strawberry milk 02,FDA Advisory No.2022-0972 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic KISS BEAUTY MILKY CUTE COLOR EYESHADOW STRAWBERRY MILK 02,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0972-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-kiss-beauty-milky-cute-color-eyeshadow-strawberry-milk-02/
2 May 2022,taste beauty laffy taffy flavored lip balm mystery swirl,FDA Advisory No.2022-0955 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic TASTE BEAUTY LAFFY TAFFY FLAVORED LIP BALM MYSTERY SWIRL,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0955-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-taste-beauty-laffy-taffy-flavored-lip-balm-mystery-swirl/
2 May 2022,taste beauty ice cold citrus lemonade lip balm,FDA Advisory No.2022-0954 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic TASTE BEAUTY ICE COLD CITRUS LEMONADE LIP BALM,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0954-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-taste-beauty-ice-cold-citrus-lemonade-lip-balm/
2 May 2022,tins organics 3 in 1 spray for sweaty hands feet and underarms,"FDA Advisory No.2022-0971 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic TIN’S ORGANICS 3 IN 1 SPRAY FOR SWEATY HANDS, FEET AND UNDERARMS",Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2022-0971-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-tins-organics-3-in-1-spray-for-sweaty-hands-feet-and-underarms/
